source	target	direction	stimulation	inhibition	confidence	sources	references
P04637	Q9NUQ6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P12931	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8WYL5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P30874	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14695784
P04637	P42226	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q658P3	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;KEGG;KEGG_DoRothEA;PAZAR_DoRothEA	DoRothEA:18431400
P04637	Q15831	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9UEE5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9HAC7	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8IWU5	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q6UWL2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O95425	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P43405	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P04637	Q8NF91	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8WXH0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8NBV8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9NYJ8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q03518	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA	DoRothEA:18431400
P04637	Q96DN5	0	0	0	A	DoRothEA;IntAct_DoRothEA;PAZAR_DoRothEA	nan
P04637	O75347	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P24557	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14586398
P04637	Q15170	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:16061257
P04637	Q99081	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9NQB0	1	0	1	A	DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:14990988
P04637	Q6N022	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O14746	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	P01135	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	nan
P04637	P01137	0	0	0	A	DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P04637	Q15582	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P07996	1	1	0	A	DoRothEA;KEGG;KEGG_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	Q6ZMP0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q04724	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9Y4G6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8N7C4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9NV96	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O95379	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O00220	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;HTRIdb_DoRothEA;KEGG_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:15289308
P04637	O14763	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;KEGG;KEGG_DoRothEA;ORegAnno;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	ORegAnno:15964798
P04637	O14798	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:18431400
P04637	Q9UBN6	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;HTRIdb_DoRothEA	HTRIdb:16230375
P04637	Q68CZ2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q96NM4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P04637	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;FANTOM4_DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:15908423
P04637	Q9HCN2	0	0	0	A	DoRothEA;IntAct_DoRothEA;KEGG;KEGG_DoRothEA	nan
P04637	Q53FA7	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;IntAct_DoRothEA;KEGG_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	Q96A56	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:18431400
P04637	Q9Y2B4	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	DoRothEA:10719363
P04637	Q9H3D4	1	0	1	A	DoRothEA;DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	nan
O15350	P04637	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;JASPAR_DoRothEA;KEGG	DoRothEA:16849542
P04637	O15350	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;KEGG;KEGG_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	PAZAR:21394211
P04637	P55327	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q6ZUI0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9BUZ4	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q96Q05	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O43715	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	DoRothEA:18431400
P04637	Q8IYM9	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	Q9BYV6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P49815	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;KEGG;KEGG_DoRothEA	DoRothEA:18431400
P04637	Q96NA8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8NG11	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	O75954	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P04818	1	0	1	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:21351099
P04637	P17643	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	nan
P04637	Q969M7	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P68036	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P04637	Q96T88	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	nan
P04637	Q9NVA1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q70CQ2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q93008	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P46939	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P52735	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P13611	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	P11473	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;PAZAR_DoRothEA	DoRothEA:18431400
P04637	P15692	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	Q96GC9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q14191	1	0	1	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11427532
P04637	Q01831	0	0	0	A	DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P04637	Q8NBI6	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	P16989	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	A1YPR0	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9C0B9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q8IZN3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9HA38	0	0	0	A	DoRothEA;KEGG;KEGG_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P04637	Q9ULJ6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P04637	Q9ULU4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
Q9H3D4	O00327	0	0	0	B	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA	DoRothEA:17521434;HTRIdb:17521434
Q9H3D4	P38936	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:17404570
Q9H3D4	Q13322	0	0	0	B	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA	DoRothEA:17521434;HTRIdb:17521434
Q9H3D4	O43474	1	0	1	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:20972454;HTRIdb:20972454
Q9H3D4	Q07869	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:19458633;HTRIdb:19458633
Q9H3D4	O76081	0	0	0	B	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA	DoRothEA:17521434;HTRIdb:17521434
Q9H3D4	P36952	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
Q9H3D4	P31947	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA	DoRothEA:17404570;HTRIdb:17404570
Q9H3D4	O14994	0	0	0	B	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA	DoRothEA:17521434;HTRIdb:17521434
Q9H3D4	P15884	1	1	0	A	DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:22232078
Q9H3D4	P11473	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:16462763
Q9H3D4	Q32MQ0	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;TRRUST_DoRothEA	DoRothEA:22922031
O15350	Q96PG8	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;KEGG;KEGG-MEDICUS;KEGG_DoRothEA;TRRUST_DoRothEA	DoRothEA:17700533
O15350	Q8TDN4	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11706030
O15350	P06493	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:19861536
O15350	P38936	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:21245298
O15350	Q9H2X6	0	0	0	B	DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
O15350	Q00987	0	0	0	A	DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10469568
O15350	Q13794	1	1	0	A	DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:17700533
O15350	O14746	1	0	1	A	DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA	nan
O15350	O15350	0	0	0	B	DoRothEA;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA	DoRothEA:12032848
Q9UHF7	Q13950	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;FANTOM4_DoRothEA;TRRUST_DoRothEA	DoRothEA:16140555
Q99576	Q12778	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:20018851
Q15672	P31751	1	1	0	A	DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA	nan
Q15672	P25063	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q15672	P12830	1	0	1	A	DoRothEA;PAZAR;TFe_DoRothEA;TRRUST_DoRothEA	PAZAR:18062917
Q15672	P38936	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q15672	Q8N726	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q15672	O95471	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q15672	P03372	1	0	1	A	DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA	nan
Q15672	P01100	1	1	0	A	DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA	nan
Q15672	P08151	0	0	0	A	DoRothEA;PAZAR;TFe_DoRothEA	PAZAR:11948912
Q15672	Q00987	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q15672	P08253	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:20646316
Q15672	P10589	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:19051271
Q15672	P78539	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:19051271
Q15672	P01033	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA	DoRothEA:19513566
Q15672	P15692	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q8WVJ9	P08253	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:20646316
Q8WVJ9	P10589	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:19051271
Q8WVJ9	P78539	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:19051271
P22415	O95477	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11861672
P22415	P25054	1	1	0	A	DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11241666
P22415	P27695	0	0	0	A	DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:7534297
P22415	P02652	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9880489
P22415	Q6Q788	1	1	0	A	DoRothEA;ORegAnno;ORegAnno_DoRothEA;TRRUST_DoRothEA	ORegAnno:15684402
P22415	P02656	1	1	0	A	DoRothEA;ORegAnno;ORegAnno_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:11839757;ORegAnno:11839757
P22415	P61769	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12480693
P22415	P51587	0	0	0	A	DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10557089
P22415	P14635	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10548544
P22415	P24385	0	0	0	B	DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P22415	P06729	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:7929376
P22415	P11802	0	0	0	A	DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA	DoRothEA:15208653;HTRIdb:15208653
P22415	P13688	1	1	0	A	DoRothEA;ENCODE-distal;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:21050451
P22415	P06731	1	1	0	A	DoRothEA;ENCODE-distal;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:7876096
P22415	P49715	0	0	0	A	ABS;DoRothEA;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:7862113
P22415	P33076	1	1	0	A	DoRothEA;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P22415	P07858	0	0	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:14669984
P22415	P07339	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9731700
P22415	P61073	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10229837
P22415	P11511	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12917334
P22415	P04798	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9388470
P22415	P05177	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:12663044;HTRIdb:12663044
P22415	P08684	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ORegAnno;ORegAnno_DoRothEA	DoRothEA:14742674;HTRIdb:14742674;ORegAnno:14742674
P22415	P49327	0	0	0	A	DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P22415	P09467	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11023824
P22415	P12319	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11180124
P22415	Q06787	1	1	0	A	DoRothEA;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P22415	Q9BWX5	1	1	0	A	DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:22625849
P22415	P35557	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9677331
P22415	P09601	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15242350;HTRIdb:15242350;PAZAR:2318208
P22415	P17483	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:11085749
P22415	P09629	0	0	0	A	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12697323
P22415	P47928	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9516472
P22415	P01579	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:8900159
P22415	P11717	0	0	0	B	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P22415	Q96AZ6	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10871365
P22415	P11150	0	0	0	A	DoRothEA;ENCODE-distal;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P22415	P35579	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11467950
P22415	Q5SRE5	1	1	0	A	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ORegAnno;ORegAnno_DoRothEA	DoRothEA:22951020;ORegAnno:22951020
P22415	P20774	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:12835654;HTRIdb:12835654
P22415	P13674	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:16488890;HTRIdb:16488890
P22415	P02776	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15187018
P22415	P01833	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14644095
P22415	P30613	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P22415	P41222	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:17574780;HTRIdb:18817855
P22415	P35354	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:18817855
P22415	P29350	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12071971
P22415	P06703	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11118618;HTRIdb:11118618
P22415	Q8NC51	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:18234320;HTRIdb:18234320
P22415	P05121	1	1	0	A	DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:16902162
P22415	Q15637	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:18165439;HTRIdb:18165439
P22415	P41440	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15214842
P22415	P43003	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14713304
P22415	O15244	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:17314196;HTRIdb:17314196
P22415	P20062	0	0	0	A	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9774437;HTRIdb:9774437
P22415	O14746	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12970752
P22415	P01137	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14757763
P22415	P61812	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11776974;HTRIdb:11776974
P22415	Q13472	1	1	0	A	DoRothEA;ENCODE-proximal;ORegAnno;ORegAnno_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA	ORegAnno:9748294
P22415	Q14258	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:9245730
